"transactTime","transactType","amount","fee","address","transactStatus","walletBalance"
"2020-09-08T12:54:13.683Z","Withdrawal","-27140000","140000","1BJUxZC6qwx9mgGNWKFVBEUgoXgux4grkY","Completed","201950117"
"2020-09-08T12:00:00.000Z","RealisedPNL","9280047","0","XBTUSD","Completed","229090117"
"2020-09-07T12:00:00.000Z","RealisedPNL","26504","0","XBTUSD","Completed","219810070"
"2020-09-06T12:00:00.000Z","RealisedPNL","21514","0","XBTUSD","Completed","219783566"
"2020-09-05T12:00:00.000Z","RealisedPNL","15677099","0","XBTUSD","Completed","219762052"
"2020-09-04T12:00:00.000Z","RealisedPNL","-5921636","0","XBTUSD","Completed","204084953"
"2020-09-03T12:00:00.000Z","RealisedPNL","81518771","0","ETHUSD","Completed","210006589"
"2020-09-03T06:04:57.364Z","Withdrawal","-11450000","100000","1BJUxZC6qwx9mgGNWKFVBEUgoXgux4grkY","Completed","128487818"
"2020-09-02T12:00:00.000Z","RealisedPNL","-10668307","0","ETHUSD","Completed","139937818"
"2020-09-01T12:00:00.000Z","RealisedPNL","3506513","0","XBTUSD","Completed","150606125"
"2020-09-01T12:00:00.000Z","RealisedPNL","-13226343","0","ETHUSD","Completed","147099612"
"2020-08-31T12:00:00.000Z","RealisedPNL","5688663","0","XBTUSD","Completed","160325955"
"2020-08-30T12:00:00.000Z","RealisedPNL","-228932","0","XBTUSD","Completed","154637292"
"2020-08-29T12:00:00.000Z","RealisedPNL","-7185738","0","XBTUSD","Completed","154866224"
"2020-08-28T12:00:00.000Z","RealisedPNL","-14139988","0","XBTUSD","Completed","162051962"
"2020-08-27T12:00:00.000Z","RealisedPNL","11090179","0","XBTUSD","Completed","176191950"
"2020-08-26T12:00:00.000Z","RealisedPNL","17740408","0","XBTUSD","Completed","165101771"
"2020-08-26T12:00:00.000Z","RealisedPNL","3352637","0","ETHUSD","Completed","147361363"
"2020-08-25T12:00:00.000Z","RealisedPNL","4075096","0","XBTUSD","Completed","144008726"
"2020-08-25T12:00:00.000Z","RealisedPNL","-21331508","0","ETHUSD","Completed","139933630"
"2020-08-24T12:00:00.000Z","RealisedPNL","-20425220","0","XBTUSD","Completed","161265138"
"2020-08-23T12:00:00.000Z","RealisedPNL","266709","0","XBTUSD","Completed","181690358"
"2020-08-22T12:00:00.000Z","RealisedPNL","-21024241","0","XBTUSD","Completed","181423649"
"2020-08-21T12:00:00.000Z","RealisedPNL","-2662277","0","XBTUSD","Completed","202447890"
"2020-08-21T12:00:00.000Z","RealisedPNL","-8715917","0","ETHUSD","Completed","205110167"
"2020-08-20T12:00:00.000Z","RealisedPNL","-4098187","0","XBTUSD","Completed","213826084"
"2020-08-20T12:00:00.000Z","RealisedPNL","20331523","0","ETHUSD","Completed","217924271"
"2020-08-19T19:54:36.679Z","Withdrawal","-17010000","110000","1BJUxZC6qwx9mgGNWKFVBEUgoXgux4grkY","Completed","197592748"
"2020-08-19T12:00:00.000Z","RealisedPNL","-2063858","0","XBTUSD","Completed","214602748"
"2020-08-19T12:00:00.000Z","RealisedPNL","32877109","0","ETHUSD","Completed","216666606"
"2020-08-18T12:00:00.000Z","RealisedPNL","-27572552","0","ETHUSD","Completed","183789497"
"2020-08-17T12:00:00.000Z","RealisedPNL","5106197","0","XBTUSD","Completed","211362049"
"2020-08-17T12:00:00.000Z","RealisedPNL","4437850","0","ETHUSD","Completed","206255852"
"2020-08-16T12:00:00.000Z","RealisedPNL","-3383146","0","XBTUSD","Completed","201818002"
"2020-08-16T12:00:00.000Z","RealisedPNL","-449505","0","ETHUSD","Completed","205201148"
"2020-08-15T16:31:52.117Z","Deposit","11149117","","","Completed","205650653"
"2020-08-15T12:00:00.000Z","RealisedPNL","29414740","0","XBTUSD","Completed","194501536"
"2020-08-14T12:00:00.000Z","RealisedPNL","-906399","0","XBTUSD","Completed","165086796"
"2020-08-13T12:00:00.000Z","RealisedPNL","-11126883","0","XBTUSD","Completed","165993195"
"2020-08-13T02:17:01.248Z","Deposit","29632885","","","Completed","177120078"
"2020-08-12T12:00:00.000Z","RealisedPNL","-13917929","0","XBTUSD","Completed","147487193"
"2020-08-11T12:00:00.000Z","RealisedPNL","9599348","0","XBTUSD","Completed","161405122"
"2020-08-10T12:00:00.000Z","RealisedPNL","-8267644","0","XBTUSD","Completed","151805774"
"2020-08-09T12:00:00.000Z","RealisedPNL","-1251301","0","XBTUSD","Completed","160073418"
"2020-08-08T12:00:00.000Z","RealisedPNL","-25729726","0","XBTUSD","Completed","161324719"
"2020-08-07T12:00:00.000Z","RealisedPNL","-14769257","0","XBTUSD","Completed","187054445"
"2020-08-06T12:00:00.000Z","RealisedPNL","54349218","0","XBTUSD","Completed","201823702"
"2020-08-05T12:00:00.000Z","RealisedPNL","-20080999","0","XBTUSD","Completed","147474484"
"2020-08-04T12:00:00.000Z","RealisedPNL","31902811","0","XBTUSD","Completed","167555483"
"2020-08-03T12:00:00.000Z","RealisedPNL","-596109","0","XBTUSD","Completed","135652672"
"2020-08-02T12:00:00.000Z","RealisedPNL","11381555","0","XBTUSD","Completed","136248781"
"2020-08-01T12:00:00.000Z","RealisedPNL","-576528","0","XBTUSD","Completed","124867226"
"2020-07-31T12:00:00.000Z","RealisedPNL","-603227","0","XBTUSD","Completed","125443754"
"2020-07-30T12:00:00.000Z","RealisedPNL","-952988","0","XBTUSD","Completed","126046981"
"2020-07-29T12:00:00.000Z","RealisedPNL","-1272369","0","XBTUSD","Completed","126999969"
"2020-07-28T12:00:00.000Z","RealisedPNL","-43141731","0","XBTUSD","Completed","128272338"
"2020-07-27T12:00:00.000Z","RealisedPNL","33601237","0","XBTUSD","Completed","171414069"
"2020-07-26T12:00:00.000Z","RealisedPNL","-11279978","0","XBTUSD","Completed","137812832"
"2020-07-25T12:00:00.000Z","RealisedPNL","219366","0","XBTUSD","Completed","149092810"
"2020-07-24T12:00:00.000Z","RealisedPNL","5738919","0","XBTUSD","Completed","148873444"
"2020-07-23T12:00:00.000Z","RealisedPNL","-11013847","0","XBTUSD","Completed","143134525"
"2020-07-22T12:00:00.000Z","RealisedPNL","-30963668","0","XBTUSD","Completed","154148372"
"2020-07-21T12:00:00.000Z","RealisedPNL","273387","0","XBTUSD","Completed","185112040"
"2020-07-20T12:00:00.000Z","RealisedPNL","273446","0","XBTUSD","Completed","184838653"
"2020-07-19T12:00:00.000Z","RealisedPNL","-686677","0","XBTUSD","Completed","184565207"
"2020-07-18T12:00:00.000Z","RealisedPNL","4356604","0","XBTUSD","Completed","185251884"
"2020-07-17T12:00:00.000Z","RealisedPNL","271979","0","XBTUSD","Completed","180895280"
"2020-07-16T12:00:00.000Z","RealisedPNL","269205","0","XBTUSD","Completed","180623301"
"2020-07-15T12:00:00.000Z","RealisedPNL","267755","0","XBTUSD","Completed","180354096"
"2020-07-14T12:00:00.000Z","RealisedPNL","-6187094","0","XBTUSD","Completed","180086341"
"2020-07-14T03:06:54.016Z","Deposit","85109072","","","Completed","186273435"
"2020-07-13T12:00:00.000Z","RealisedPNL","-375185","0","XBTUSD","Completed","101164363"
"2020-07-10T12:00:00.000Z","RealisedPNL","9147089","0","XBTUSD","Completed","101539548"
"2020-07-09T12:00:00.000Z","RealisedPNL","-201506","0","XBTUSD","Completed","92392459"
"2020-07-08T12:00:00.000Z","RealisedPNL","-203875","0","XBTUSD","Completed","92593965"
"2020-07-07T12:00:00.000Z","RealisedPNL","-203811","0","XBTUSD","Completed","92797840"
"2020-07-06T12:00:00.000Z","RealisedPNL","-553025","0","XBTUSD","Completed","93001651"
"2020-07-03T12:00:00.000Z","RealisedPNL","-1897876","0","XBTUSD","Completed","93554676"
"2020-07-02T12:28:54.770Z","Withdrawal","-29870094","100000","3BEUmVVcx5YUi9JrR5RPPowjmdHg7ZnsC8","Completed","95452552"
"2020-07-02T12:00:00.000Z","RealisedPNL","6854634","0","XBTUSD","Completed","125322646"
