"transactTime","transactType","amount","fee","address","transactStatus","walletBalance"
"2019-09-18T12:00:00.000Z","RealisedPNL","-106455","0","ETHUSD","Completed","138352409"
"2019-09-17T12:00:00.000Z","RealisedPNL","4870965","0","XBTUSD","Completed","138458864"
"2019-09-17T12:00:00.000Z","RealisedPNL","-12301089","0","ETHUSD","Completed","133587899"
"2019-09-16T12:00:00.000Z","RealisedPNL","43896115","0","ETHUSD","Completed","145888988"
"2019-09-15T12:00:00.000Z","RealisedPNL","-392012","0","ETHUSD","Completed","101992873"
"2019-09-14T12:00:00.000Z","RealisedPNL","-561196","0","ETHUSD","Completed","102384885"
"2019-09-13T12:00:00.000Z","RealisedPNL","-378070","0","ETHUSD","Completed","102946081"
"2019-09-12T12:00:00.000Z","RealisedPNL","-499818","0","ETHUSD","Completed","103324151"
"2019-09-11T12:00:00.000Z","RealisedPNL","-15127748","0","ETHUSD","Completed","103823969"
"2019-09-10T12:00:00.000Z","RealisedPNL","-4452211","0","XBTUSD","Completed","118951717"
"2019-09-10T12:00:00.000Z","RealisedPNL","7978848","0","ETHUSD","Completed","123403928"
"2019-09-09T12:00:00.000Z","RealisedPNL","10850196","0","ETHUSD","Completed","115425080"
"2019-09-08T12:00:00.000Z","RealisedPNL","88521","0","XBTUSD","Completed","104574884"
"2019-09-08T12:00:00.000Z","RealisedPNL","3717607","0","ETHUSD","Completed","104486363"
"2019-09-08T10:11:15.875Z","Deposit","20767652","","","Completed","100768756"
"2019-09-07T12:00:00.000Z","RealisedPNL","-265426","0","XBTUSD","Completed","80001104"
"2019-09-07T08:15:43.090Z","Deposit","80256821","","","Completed","80266530"
"2019-09-04T12:00:00.000Z","RealisedPNL","-2585298","0","XBTUSD","Completed","9709"
"2019-09-03T12:00:00.000Z","RealisedPNL","-4512695","0","XBTUSD","Completed","2595007"
"2019-09-02T12:00:00.000Z","RealisedPNL","-6448699","0","XBTUSD","Completed","7107702"
"2019-09-01T12:00:00.000Z","RealisedPNL","86251","0","XBTUSD","Completed","13556401"
"2019-08-31T12:00:00.000Z","RealisedPNL","891386","0","XBTUSD","Completed","13470150"
"2019-08-30T12:00:00.000Z","RealisedPNL","-197126","0","XBTUSD","Completed","12578764"
"2019-08-29T12:00:00.000Z","RealisedPNL","-2259958","0","XBTUSD","Completed","12775890"
"2019-08-29T12:00:00.000Z","RealisedPNL","-1303379","0","ETHUSD","Completed","15035848"
"2019-08-28T12:00:00.000Z","RealisedPNL","2933388","0","XBTUSD","Completed","16339227"
"2019-08-27T12:00:00.000Z","RealisedPNL","-6807707","0","XBTUSD","Completed","13405839"
"2019-08-26T12:00:00.000Z","RealisedPNL","-38486800","0","XBTUSD","Completed","20213546"
