"transactTime","transactType","amount","fee","address","transactStatus","walletBalance"
"2020-11-22T12:00:00.000Z","RealisedPNL","-9462583","0","XBTUSD","Completed","201319505"
"2020-11-21T12:00:00.000Z","RealisedPNL","-2364088","0","XBTUSD","Completed","210782088"
"2020-11-20T12:00:00.000Z","RealisedPNL","14981431","0","XBTUSD","Completed","213146176"
"2020-11-19T12:00:00.000Z","RealisedPNL","122421","0","XBTUSD","Completed","198164745"
"2020-11-18T12:00:00.000Z","RealisedPNL","7502973","0","XBTUSD","Completed","198042324"
"2020-11-17T12:00:00.000Z","RealisedPNL","-21065314","0","XBTUSD","Completed","190539351"
"2020-11-15T12:00:00.000Z","RealisedPNL","-405454","0","XBTUSD","Completed","211604665"
"2020-11-14T12:00:00.000Z","RealisedPNL","184630","0","XBTUSD","Completed","212010119"
"2020-11-13T12:00:00.000Z","RealisedPNL","-208335","0","XBTUSD","Completed","211825489"
"2020-11-12T12:00:00.000Z","RealisedPNL","-466761","0","XBTUSD","Completed","212033824"
"2020-11-09T12:00:00.000Z","RealisedPNL","26894912","0","XBTUSD","Completed","212500585"
"2020-11-08T12:00:00.000Z","RealisedPNL","-11517721","0","XBTUSD","Completed","185605673"
"2020-11-06T12:00:00.000Z","RealisedPNL","20347161","0","XBTUSD","Completed","197123394"
"2020-11-05T12:00:00.000Z","RealisedPNL","-25438728","0","XBTUSD","Completed","176776233"
"2020-11-04T12:00:00.000Z","RealisedPNL","1972415","0","XBTUSD","Completed","202214961"
"2020-11-03T12:00:00.000Z","RealisedPNL","-204605","0","XBTUSD","Completed","200242546"
"2020-11-01T12:00:00.000Z","RealisedPNL","128608","0","XBTUSD","Completed","200447151"
"2020-10-31T12:00:00.000Z","RealisedPNL","148543","0","XBTUSD","Completed","200318543"
"2020-10-30T12:00:00.000Z","RealisedPNL","18634832","0","XBTUSD","Completed","200170000"
"2020-10-30T06:13:21.335Z","Withdrawal","-10801767","200000","1M5aN5BSsinTP4dZ4xoaMGyb3o2fYPvYQ3","Completed","181535168"
"2020-10-30T06:08:27.967Z","Withdrawal","-30170000","170000","1BJUxZC6qwx9mgGNWKFVBEUgoXgux4grkY","Completed","192336935"
"2020-10-29T12:00:00.000Z","RealisedPNL","22887035","0","XBTUSD","Completed","222506935"
"2020-10-28T12:00:00.000Z","RealisedPNL","-386937","0","XBTUSD","Completed","199619900"
"2020-10-27T12:00:00.000Z","RealisedPNL","-10309030","0","XBTUSD","Completed","200006837"
"2020-10-26T22:00:43.072Z","Withdrawal","-15510000","200000","1M5aN5BSsinTP4dZ4xoaMGyb3o2fYPvYQ3","Completed","210315867"
"2020-10-26T12:00:00.000Z","RealisedPNL","21997785","0","XBTUSD","Completed","225825867"
"2020-10-25T12:00:00.000Z","RealisedPNL","-296608","0","XBTUSD","Completed","203828082"
"2020-10-24T12:00:00.000Z","RealisedPNL","-4948233","0","XBTUSD","Completed","204124690"
"2020-10-23T12:00:00.000Z","RealisedPNL","-302289","0","XBTUSD","Completed","209072923"
"2020-10-22T12:00:00.000Z","RealisedPNL","65500202","0","XBTUSD","Completed","209375212"
"2020-10-22T04:24:54.046Z","Withdrawal","-52368971","200000","1M5aN5BSsinTP4dZ4xoaMGyb3o2fYPvYQ3","Completed","143875010"
"2020-10-21T12:00:00.000Z","RealisedPNL","-60821","0","XBTUSD","Completed","196243981"
"2020-10-20T12:00:00.000Z","RealisedPNL","18839755","0","XBTUSD","Completed","196304802"
"2020-10-19T12:00:00.000Z","RealisedPNL","137392","0","XBTUSD","Completed","177465047"
"2020-10-18T12:00:00.000Z","RealisedPNL","10395","0","XBTUSD","Completed","177327655"
"2020-10-17T12:00:00.000Z","RealisedPNL","6841","0","XBTUSD","Completed","177317260"
"2020-10-16T12:00:00.000Z","RealisedPNL","-16781490","0","XBTUSD","Completed","177310419"
"2020-10-15T12:00:00.000Z","RealisedPNL","2117233","0","XBTUSD","Completed","194091909"
"2020-10-14T12:00:00.000Z","RealisedPNL","-283521","0","XBTUSD","Completed","191974676"
"2020-10-13T12:14:01.873Z","Withdrawal","-6840258","100000","1BJUxZC6qwx9mgGNWKFVBEUgoXgux4grkY","Completed","192258197"
"2020-10-13T12:00:00.000Z","RealisedPNL","-282756","0","XBTUSD","Completed","199098455"
"2020-10-12T12:00:00.000Z","RealisedPNL","-718789","0","XBTUSD","Completed","199381211"
"2020-10-10T05:35:31.211Z","Withdrawal","-28720686","100000","1M5aN5BSsinTP4dZ4xoaMGyb3o2fYPvYQ3","Completed","200100000"
"2020-10-10T05:34:37.801Z","Withdrawal","-28820000","150000","1M5aN5BSsinTP4dZ4xoaMGyb3o2fYPvYQ3","Canceled","228820686"
"2020-10-09T12:00:00.000Z","RealisedPNL","38024339","0","XBTUSD","Completed","228820686"
"2020-10-08T12:00:00.000Z","RealisedPNL","1126657","0","XBTUSD","Completed","190796347"
"2020-10-07T12:00:00.000Z","RealisedPNL","-30698837","0","XBTUSD","Completed","189669690"
"2020-10-07T09:49:38.384Z","Withdrawal","-7722781","110000","1BJUxZC6qwx9mgGNWKFVBEUgoXgux4grkY","Completed","220368527"
"2020-10-06T12:00:00.000Z","RealisedPNL","-636106","0","XBTUSD","Completed","228091308"
"2020-10-05T12:00:00.000Z","RealisedPNL","21920100","0","XBTUSD","Completed","228727414"
"2020-10-04T12:00:00.000Z","RealisedPNL","652536","0","XBTUSD","Completed","206807314"
"2020-10-03T12:00:00.000Z","RealisedPNL","694356","0","XBTUSD","Completed","206154778"
"2020-10-02T12:00:00.000Z","RealisedPNL","6460422","0","XBTUSD","Completed","205460422"
"2020-10-02T04:33:37.307Z","Withdrawal","-50212185","200000","1M5aN5BSsinTP4dZ4xoaMGyb3o2fYPvYQ3","Completed","199000000"
"2020-10-01T12:00:00.000Z","RealisedPNL","-75278","0","XBTUSD","Completed","249212185"
"2020-09-30T12:00:00.000Z","RealisedPNL","-266112","0","XBTUSD","Completed","249287463"
"2020-09-29T12:00:00.000Z","RealisedPNL","-305283","0","XBTUSD","Completed","249553575"
"2020-09-28T12:00:00.000Z","RealisedPNL","-217464","0","XBTUSD","Completed","249858858"
